member_id,member_name,city,credit_score,account_status,late_payment_count,missed_payment_count,total_amount_past_due,total_payments,delinquency_rate,risk_score,risk_tier
MBR-000370,Deborah Jones,Cleburne,618.0,Active,14,3,1965.0100000000002,48,29.2,23.7,Low Risk
MBR-000371,Gary Davis,White Settlement,681.0,Active,25,12,9035.47,88,28.4,60.7,High Risk
MBR-000374,James Rivera,Grapevine,756.0,Active,16,5,1566.89,51,31.4,30.2,Moderate Risk
MBR-000375,Jacob Rodriguez,Watauga,850.0,Active,16,9,4926.27,44,36.4,41.7,Moderate Risk
MBR-000377,Deborah Thompson,Granbury,749.0,Active,3,0,0.0,12,25.0,2.5,Low Risk
MBR-000378,Melissa Davis,North Richland Hills,694.0,Active,8,1,872.54,18,44.4,13.1,Low Risk
MBR-000381,Andrew Young,Weatherford,612.0,Active,9,3,1819.4699999999998,25,36.0,18.4,Low Risk
MBR-000382,Laura White,Burleson,632.0,Active,13,4,6897.32,32,40.6,29.2,Moderate Risk
MBR-000383,Edward Roberts,Mansfield,510.0,Active,5,1,2280.96,14,35.7,9.7,Low Risk
MBR-000385,Amanda Ramirez,Burleson,619.0,Active,3,1,470.91,8,37.5,6.2,Low Risk
MBR-000386,Nancy Lee,Fort Worth,692.0,Active,6,2,10000.0,16,37.5,18.5,Low Risk
MBR-000387,Barbara Brown,Cleburne,707.0,Active,7,4,20000.0,20,35.0,30.7,Moderate Risk
MBR-000388,Joseph Hall,Burleson,830.0,Active,16,4,2776.2799999999997,50,32.0,29.0,Moderate Risk
MBR-000390,Anna Roberts,Cleburne,633.0,Active,5,2,1190.88,16,31.3,10.6,Low Risk
MBR-000391,James Williams,Burleson,608.0,Active,11,6,15198.23,43,25.6,35.4,Moderate Risk
MBR-000392,Anna Anderson,Bedford,719.0,Active,4,1,292.05,20,20.0,5.5,Low Risk
MBR-000393,Jonathan Perez,Euless,574.0,Active,11,6,6742.0,48,22.9,29.3,Moderate Risk
MBR-000395,John Perez,Southlake,774.0,Active,8,2,1357.1,22,36.4,14.8,Low Risk
MBR-000397,David Miller,North Richland Hills,542.0,Active,9,3,10624.02,44,20.5,23.0,Low Risk
MBR-000398,Sarah Lee,Arlington,788.0,Active,14,4,4451.3,41,34.1,28.0,Moderate Risk
MBR-000399,Richard Green,Bedford,670.0,Active,9,2,1562.32,43,20.9,14.5,Low Risk
MBR-000400,Jacob Hall,Cleburne,779.0,Active,6,1,5000.0,16,37.5,12.9,Low Risk
MBR-000402,Michael Gonzalez,Weatherford,632.0,Active,9,4,3777.3500000000004,35,25.7,20.8,Low Risk
MBR-000403,Ryan Williams,Arlington,680.0,Active,5,3,2377.56,10,50.0,15.4,Low Risk
MBR-000406,Ryan Clark,Southlake,729.0,Active,15,3,1188.74,52,28.8,24.3,Low Risk
MBR-000408,Jennifer Williams,Haltom City,668.0,Active,4,2,10000.0,10,40.0,16.4,Low Risk
MBR-000410,Melissa Green,Fort Worth,721.0,Active,10,4,4663.0599999999995,34,29.4,23.0,Low Risk
MBR-000411,William Flores,Arlington,736.0,Active,8,4,3840.01,28,28.6,20.0,Low Risk
MBR-000412,Anthony Rodriguez,Mansfield,590.0,Active,10,4,5255.34,52,19.2,22.4,Low Risk
MBR-000413,Melissa Thompson,North Richland Hills,557.0,Active,21,5,11474.12,69,30.4,42.9,Moderate Risk
MBR-000414,David Gonzalez,Dallas,782.0,Active,16,7,13202.61,42,38.1,43.3,Moderate Risk
MBR-000415,Emily Clark,Weatherford,706.0,Active,10,1,430.59,32,31.3,13.8,Low Risk
MBR-000416,Carol Adams,Southlake,620.0,Active,10,4,2055.92,27,37.0,21.9,Low Risk
MBR-000418,Jennifer Lee,Weatherford,689.0,Active,6,2,835.42,27,22.2,10.6,Low Risk
MBR-000421,Laura Thompson,Southlake,844.0,Active,10,1,672.66,33,30.3,13.9,Low Risk
MBR-000422,Barbara Allen,Cleburne,,Active,6,2,509.24,33,18.2,10.0,Low Risk
MBR-000423,Laura Scott,Cleburne,660.0,Active,5,1,251.09,22,22.7,6.9,Low Risk
MBR-000424,Barbara Martinez,Keller,757.0,Active,6,2,2183.94,32,18.8,11.2,Low Risk
MBR-000426,Jacob Davis,Keller,789.0,Active,17,4,5886.72,39,43.6,33.5,Moderate Risk
MBR-000427,Dorothy Green,Denton,602.0,Active,12,4,12565.76,47,25.5,30.5,Moderate Risk
MBR-000429,Joshua Moore,Denton,764.0,Active,22,9,4340.0,87,25.3,47.2,Moderate Risk
MBR-000430,Mark Gonzalez,White Settlement,539.0,Active,6,0,0.0,35,17.1,5.2,Low Risk
MBR-000431,Jeffrey Hill,Southlake,585.0,Active,4,1,5000.0,12,33.3,10.1,Low Risk
MBR-000432,Joseph Jones,North Richland Hills,516.0,Active,7,2,1822.66,14,50.0,15.3,Low Risk
MBR-000436,Jessica Robinson,Haltom City,685.0,Active,4,2,6050.76,22,18.2,11.5,Low Risk
MBR-000437,Jeffrey Anderson,Hurst,,Active,13,2,2082.16,44,29.5,20.5,Low Risk
MBR-000439,Stephanie Davis,Hurst,543.0,Active,9,2,1727.44,33,27.3,15.3,Low Risk
MBR-000440,Jessica Taylor,North Richland Hills,675.0,Active,4,1,739.96,13,30.8,6.9,Low Risk
MBR-000441,Joshua Flores,Denton,710.0,Active,10,3,10585.05,35,28.6,24.9,Low Risk
MBR-000442,John Ramirez,Bedford,677.0,Active,12,3,926.29,29,41.4,21.8,Low Risk
MBR-000444,Brandon Baker,Keller,672.0,Active,12,6,5503.3,37,32.4,30.5,Moderate Risk
MBR-000445,Amanda Clark,Arlington,575.0,Active,8,3,6139.46,31,25.8,19.2,Low Risk
MBR-000446,Ryan Nelson,Benbrook,733.0,Active,21,8,3396.1200000000003,58,36.2,44.3,Moderate Risk
MBR-000447,Anthony Perez,Haltom City,709.0,Active,8,2,1628.0700000000002,26,30.8,14.4,Low Risk
MBR-000448,Andrew Taylor,Keller,604.0,Active,8,2,3695.88,27,29.6,15.7,Low Risk
MBR-000451,Cynthia Martinez,Weatherford,674.0,Active,7,3,2560.88,22,31.8,16.1,Low Risk
MBR-000452,Christopher Taylor,Mansfield,756.0,Active,6,1,455.21,17,35.3,9.5,Low Risk
MBR-000453,Christopher Moore,Fort Worth,601.0,Active,18,4,6736.16,53,34.0,34.3,Moderate Risk
MBR-000454,Joshua Jones,Grapevine,720.0,Active,3,2,504.34,8,37.5,8.4,Low Risk
MBR-000455,Shirley Taylor,Dallas,637.0,Active,17,2,8769.78,48,35.4,30.4,Moderate Risk
MBR-000456,Edward Taylor,Arlington,616.0,Active,10,2,6211.15,30,33.3,20.2,Low Risk
MBR-000457,Donna Johnson,White Settlement,671.0,Active,18,7,11046.07,67,26.9,43.1,Moderate Risk
MBR-000458,Donald Lewis,Fort Worth,597.0,Active,16,6,9326.4,38,42.1,38.9,Moderate Risk
MBR-000459,Edward Williams,Dallas,635.0,Active,13,7,16683.34,30,43.3,42.7,Moderate Risk
MBR-000460,David Thompson,White Settlement,584.0,Active,8,3,2950.34,33,24.2,16.8,Low Risk
MBR-000462,Andrew Gonzalez,Hurst,682.0,Active,13,9,5327.78,28,46.4,39.4,Moderate Risk
MBR-000467,Scott Rivera,Fort Worth,729.0,Active,11,4,10695.92,39,28.2,28.3,Moderate Risk
MBR-000469,Andrew Taylor,Burleson,637.0,Active,14,6,4417.68,31,45.2,33.4,Moderate Risk
MBR-000470,Sandra Lopez,North Richland Hills,633.0,Active,6,1,5000.0,10,60.0,15.2,Low Risk
MBR-000471,Charles Davis,Dallas,657.0,Active,14,4,2391.76,34,41.2,27.3,Moderate Risk
MBR-000472,Pamela Lopez,Dallas,495.0,Active,12,7,17768.14,46,26.1,40.6,Moderate Risk
MBR-000474,Larry Rodriguez,Arlington,789.0,Active,6,2,323.12,12,50.0,13.0,Low Risk
MBR-000475,Stephanie Garcia,Cleburne,811.0,Active,8,4,3586.2700000000004,30,26.7,19.6,Low Risk
MBR-000476,Richard White,Cleburne,660.0,Active,14,2,1604.3,44,31.8,21.5,Low Risk
MBR-000477,Jennifer Allen,Euless,726.0,Active,5,1,889.05,18,27.8,7.9,Low Risk
MBR-000478,Thomas Baker,Mansfield,704.0,Active,7,0,0.0,37,18.9,6.6,Low Risk
MBR-000479,Amanda Taylor,Dallas,850.0,Active,9,2,3865.14,34,26.5,16.7,Low Risk
MBR-000480,Ryan Carter,White Settlement,769.0,Active,16,5,2206.95,35,45.7,32.1,Moderate Risk
MBR-000481,Mary Hernandez,North Richland Hills,669.0,Active,15,6,10553.27,46,32.6,37.6,Moderate Risk
MBR-000482,Robert Hall,Fort Worth,603.0,Active,14,2,1206.24,44,31.8,21.2,Low Risk
MBR-000483,Robert Davis,Weatherford,551.0,Active,3,2,185.38,15,20.0,6.4,Low Risk
MBR-000484,Sharon Clark,Benbrook,696.0,Active,7,2,297.72,24,29.2,12.1,Low Risk
MBR-000485,Linda King,Hurst,619.0,Active,6,4,3037.96,12,50.0,19.2,Low Risk
MBR-000487,Jacob Hernandez,Cleburne,628.0,Active,13,2,2365.96,58,22.4,19.9,Low Risk
MBR-000488,Anthony Scott,Fort Worth,593.0,Active,13,3,798.8,31,41.9,22.9,Low Risk
MBR-000490,Ryan Carter,Denton,750.0,Active,7,1,253.6,21,33.3,10.4,Low Risk
MBR-000491,Nicholas Young,Weatherford,679.0,Active,6,1,1254.55,11,54.5,12.0,Low Risk
MBR-000493,George Johnson,Weatherford,686.0,Active,4,1,1419.45,22,18.2,6.1,Low Risk
MBR-000494,Pamela Brown,Haltom City,611.0,Active,9,1,1172.27,31,29.0,12.9,Low Risk
MBR-000495,Stephanie Lewis,Cleburne,801.0,Active,4,1,354.76,20,20.0,5.6,Low Risk
MBR-000497,Jason Allen,Arlington,,Active,15,4,2686.92,58,25.9,27.2,Moderate Risk
MBR-000498,Justin Torres,Watauga,664.0,Active,9,5,1384.99,31,29.0,21.6,Low Risk
MBR-000499,Eric Nguyen,Grapevine,609.0,Active,7,2,1157.62,26,26.9,12.5,Low Risk
MBR-000500,Emma Scott,Bedford,569.0,Active,4,1,660.08,12,33.3,7.1,Low Risk
MBR-000502,Joseph Davis,Benbrook,832.0,Active,3,2,1401.42,18,16.7,6.9,Low Risk
MBR-000503,Donna Jackson,Granbury,568.0,Active,14,3,6082.11,56,25.0,26.1,Moderate Risk
MBR-000504,Jacob Campbell,Weatherford,725.0,Active,26,12,19218.85,55,47.3,70.9,High Risk
MBR-000505,Ronald Perez,Arlington,627.0,Active,10,2,5567.6900000000005,54,18.5,18.3,Low Risk
MBR-000506,Jessica Adams,Dallas,641.0,Active,6,2,808.68,21,28.6,11.2,Low Risk
MBR-000507,Anthony Thomas,Euless,632.0,Active,4,1,711.21,15,26.7,6.5,Low Risk
MBR-000508,Barbara Davis,Watauga,610.0,Active,10,5,10659.49,36,27.8,29.2,Moderate Risk
MBR-000509,Joshua Harris,Southlake,683.0,Active,9,4,4013.96,32,28.1,21.2,Low Risk
MBR-000510,Nicholas Harris,Burleson,613.0,Active,12,3,5731.24,35,34.3,24.4,Low Risk
MBR-000511,Brenda Adams,Keller,701.0,Active,21,6,4927.38,62,33.9,40.9,Moderate Risk
MBR-000512,Brenda Lewis,Fort Worth,675.0,Active,15,2,1568.33,63,23.8,21.9,Low Risk
MBR-000513,Margaret Nguyen,Keller,660.0,Active,12,3,5788.41,42,28.6,23.9,Low Risk
MBR-000514,Kenneth Baker,Burleson,607.0,Active,18,4,2428.92,60,30.0,30.9,Moderate Risk
MBR-000516,Jessica Thompson,White Settlement,740.0,Active,6,0,0.0,14,42.9,7.8,Low Risk
MBR-000517,Matthew Garcia,Keller,,Active,3,1,1148.92,16,18.8,4.8,Low Risk
MBR-000518,Joseph Moore,Haltom City,601.0,Active,31,11,27414.27,92,33.7,79.0,Critical Risk
MBR-000519,Kimberly Gonzalez,Watauga,687.0,Active,9,3,309.96,31,29.0,16.6,Low Risk
MBR-000520,Eric Robinson,Grapevine,740.0,Active,5,1,5000.0,21,23.8,10.4,Low Risk
MBR-000522,Steven Thomas,North Richland Hills,723.0,Active,4,4,5159.59,28,14.3,14.8,Low Risk
MBR-000523,Jessica Garcia,Arlington,626.0,Active,4,2,2339.6,10,40.0,11.1,Low Risk
MBR-000524,Michael Jackson,Bedford,725.0,Active,6,0,0.0,25,24.0,5.9,Low Risk
MBR-000525,Patricia Robinson,Southlake,618.0,Active,8,1,1034.15,15,53.3,14.1,Low Risk
MBR-000526,Helen Lewis,Mansfield,535.0,Active,10,3,15000.0,32,31.3,28.3,Moderate Risk
MBR-000527,Jacob Martin,Southlake,549.0,Active,16,4,6920.46,57,28.1,31.5,Moderate Risk
MBR-000529,Jennifer Young,Fort Worth,700.0,Active,7,1,426.38,38,18.4,9.0,Low Risk
MBR-000532,Carol Wilson,Euless,547.0,Active,10,7,7312.88,43,23.3,30.7,Moderate Risk
MBR-000535,Melissa Young,Euless,627.0,Active,12,9,13150.82,38,31.6,42.2,Moderate Risk
MBR-000536,Mark Gonzalez,Mansfield,683.0,Active,3,2,1518.06,12,25.0,7.8,Low Risk
MBR-000537,Justin Williams,Haltom City,611.0,Active,10,4,11102.87,39,25.6,27.1,Moderate Risk
MBR-000538,Amanda Garcia,Haltom City,649.0,Active,9,2,1113.51,31,29.0,15.0,Low Risk
MBR-000539,Joshua Mitchell,Cleburne,760.0,Active,5,5,852.6999999999999,14,35.7,17.2,Low Risk
MBR-000540,Justin Carter,Fort Worth,633.0,Active,15,4,9776.99,61,24.6,32.0,Moderate Risk
MBR-000541,Cynthia Perez,Southlake,746.0,Active,21,8,9467.92,60,35.0,48.4,Moderate Risk
MBR-000543,Larry Green,White Settlement,722.0,Active,3,2,9814.04,9,33.3,14.5,Low Risk
MBR-000545,Melissa King,Granbury,482.0,Active,7,1,808.46,29,24.1,9.8,Low Risk
MBR-000546,Anthony Martin,North Richland Hills,616.0,Active,12,3,2867.9300000000003,28,42.9,23.3,Low Risk
MBR-000547,Ashley King,Benbrook,726.0,Active,6,2,429.44,13,46.2,12.7,Low Risk
MBR-000549,Kimberly Green,Keller,709.0,Active,14,6,10060.28,50,28.0,35.6,Moderate Risk
MBR-000551,Michelle Nelson,North Richland Hills,,Active,16,5,12235.72,35,45.7,39.1,Moderate Risk
MBR-000552,Jonathan Mitchell,Granbury,667.0,Active,5,2,774.22,17,29.4,10.1,Low Risk
MBR-000554,Patricia Smith,Cleburne,700.0,Active,20,8,4783.6900000000005,66,30.3,43.5,Moderate Risk
MBR-000555,Anna Sanchez,Denton,707.0,Active,8,3,10109.62,27,29.6,22.3,Low Risk
MBR-000557,Scott Lee,Bedford,640.0,Active,11,5,5312.06,45,24.4,26.3,Moderate Risk
MBR-000558,Justin Lewis,Haltom City,645.0,Active,4,1,1540.59,23,17.4,6.1,Low Risk
MBR-000560,Andrew Carter,Mansfield,646.0,Active,10,2,418.4,27,37.0,16.5,Low Risk
MBR-000561,Timothy King,Granbury,703.0,Active,25,9,5881.38,67,37.3,53.0,High Risk
MBR-000562,Anthony Thomas,Dallas,846.0,Active,10,2,5096.41,31,32.3,19.3,Low Risk
MBR-000563,Kathleen Garcia,Bedford,749.0,Active,8,3,861.72,16,50.0,17.9,Low Risk
MBR-000564,William Carter,White Settlement,653.0,Active,5,2,1787.48,12,41.7,12.1,Low Risk
MBR-000565,Karen Gonzalez,Fort Worth,776.0,Active,3,0,0.0,10,30.0,3.0,Low Risk
MBR-000567,Linda Adams,Hurst,516.0,Active,6,4,3692.2,19,31.6,17.8,Low Risk
MBR-000568,Steven Thomas,Benbrook,599.0,Active,7,0,0.0,27,25.9,7.3,Low Risk
MBR-000569,Matthew Ramirez,Hurst,530.0,Active,15,6,2246.16,47,31.9,31.7,Moderate Risk
MBR-000570,Charles Moore,Bedford,651.0,Active,22,9,16536.34,58,37.9,57.0,High Risk
MBR-000571,Melissa Lopez,Cleburne,681.0,Active,36,11,4444.86,106,34.0,68.9,High Risk
MBR-000572,Helen Miller,Granbury,814.0,Active,13,2,2744.1,40,32.5,21.2,Low Risk
MBR-000573,James Nelson,Arlington,706.0,Active,4,1,873.77,8,50.0,8.9,Low Risk
MBR-000574,Carol Lee,Grapevine,662.0,Active,11,3,3982.06,41,26.8,21.3,Low Risk
MBR-000576,Michelle Baker,Mansfield,503.0,Active,19,7,7575.47,48,39.6,43.1,Moderate Risk
MBR-000577,Nicole Gonzalez,Haltom City,698.0,Active,3,0,0.0,9,33.3,3.3,Low Risk
MBR-000578,Joseph Walker,Mansfield,741.0,Active,12,3,4702.0199999999995,38,31.6,23.5,Low Risk
MBR-000579,Jacob Nelson,Weatherford,561.0,Active,6,0,0.0,17,35.3,7.1,Low Risk
MBR-000580,Timothy Adams,Watauga,771.0,Active,5,1,312.61,13,38.5,8.6,Low Risk
MBR-000582,Nicole Nguyen,Denton,646.0,Active,3,0,0.0,15,20.0,2.0,Low Risk
MBR-000583,John Hill,Keller,730.0,Active,14,3,1901.8300000000002,39,35.9,24.3,Low Risk
MBR-000584,Anthony Campbell,Arlington,850.0,Active,5,3,2342.02,21,23.8,12.8,Low Risk
MBR-000585,Jason Baker,Grapevine,694.0,Active,20,7,6415.33,55,36.4,43.1,Moderate Risk
MBR-000586,Michael Rivera,Euless,699.0,Active,4,1,667.04,13,30.8,6.9,Low Risk
MBR-000587,Pamela Miller,Bedford,643.0,Active,6,3,525.53,40,15.0,11.8,Low Risk
MBR-000588,Karen Green,Mansfield,612.0,Active,14,5,16402.72,28,50.0,40.1,Moderate Risk
MBR-000590,Kathleen Moore,Benbrook,611.0,Active,14,5,9891.48,41,34.1,34.0,Moderate Risk
MBR-000591,Brenda Wright,North Richland Hills,685.0,Active,5,0,0.0,30,16.7,4.0,Low Risk
MBR-000592,Jessica Williams,Benbrook,641.0,Active,6,3,15000.0,18,33.3,23.8,Low Risk
MBR-000593,James Thomas,Arlington,718.0,Active,10,3,1371.63,30,33.3,19.0,Low Risk
MBR-000594,Anthony Hall,Arlington,706.0,Active,4,0,0.0,10,40.0,5.2,Low Risk
MBR-000595,Steven Taylor,Granbury,763.0,Active,12,2,2605.06,35,34.3,20.1,Low Risk
MBR-000596,Melissa Torres,Haltom City,639.0,Active,11,4,1899.58,34,32.4,22.5,Low Risk
MBR-000597,Kevin Green,Grapevine,658.0,Active,6,3,1412.34,18,33.3,14.3,Low Risk
MBR-000600,Melissa Rivera,White Settlement,710.0,Active,19,5,3649.32,50,38.0,35.9,Moderate Risk
MBR-000602,Mary Ramirez,Weatherford,606.0,Active,5,1,436.82,43,11.6,6.0,Low Risk
MBR-000603,Shirley Baker,Arlington,749.0,Active,6,1,5000.0,17,35.3,12.7,Low Risk
MBR-000605,Angela Williams,White Settlement,713.0,Active,3,1,341.86,13,23.1,4.7,Low Risk
MBR-000607,Jonathan Moore,Euless,618.0,Active,8,1,1118.66,29,27.6,11.6,Low Risk
MBR-000608,Rebecca Mitchell,Arlington,580.0,Active,6,3,5621.0599999999995,24,25.0,16.4,Low Risk
MBR-000609,Stephanie Allen,Weatherford,537.0,Active,14,4,11181.9,41,34.1,32.7,Moderate Risk
MBR-000611,Jason Gonzalez,Denton,732.0,Active,14,3,5085.75,59,23.7,25.3,Moderate Risk
MBR-000613,Rebecca Thomas,Arlington,702.0,Active,8,3,2730.46,30,26.7,16.9,Low Risk
MBR-000614,Joshua Davis,Fort Worth,589.0,Active,8,3,1898.57,22,36.4,17.3,Low Risk
MBR-000620,Sarah Moore,Mansfield,697.0,Active,14,4,1133.48,50,28.0,25.1,Moderate Risk
MBR-000621,Brandon Jackson,Arlington,616.0,Active,9,3,5825.96,42,21.4,19.7,Low Risk
MBR-000622,Timothy Adams,White Settlement,717.0,Active,4,1,925.98,15,26.7,6.6,Low Risk
MBR-000623,Melissa Martinez,Dallas,830.0,Active,22,10,3532.75,76,28.9,49.1,Moderate Risk
MBR-000624,Ronald Baker,Cleburne,787.0,Active,26,9,15321.69,66,39.4,61.0,High Risk
MBR-000625,Timothy Harris,Denton,807.0,Active,8,3,10168.18,33,24.2,21.8,Low Risk
MBR-000626,Anna Mitchell,Dallas,639.0,Active,9,3,15000.0,25,36.0,27.6,Moderate Risk
MBR-000628,Deborah Baker,North Richland Hills,669.0,Active,15,5,6994.05,48,31.3,32.8,Moderate Risk
MBR-000630,Elizabeth Smith,Weatherford,767.0,Active,9,3,3033.56,38,23.7,18.0,Low Risk
MBR-000631,Deborah Thompson,North Richland Hills,544.0,Active,9,2,1126.96,19,47.4,16.9,Low Risk
MBR-000633,Linda Thompson,Weatherford,667.0,Active,4,1,300.37,14,28.6,6.4,Low Risk
MBR-000634,Jason White,Denton,645.0,Active,25,11,8514.33,79,31.6,58.6,High Risk
MBR-000635,Nancy Walker,Haltom City,599.0,Active,8,3,3473.22,22,36.4,18.4,Low Risk
MBR-000636,Daniel Allen,Fort Worth,547.0,Active,5,3,2623.62,18,27.8,13.4,Low Risk
MBR-000637,Thomas Mitchell,Bedford,745.0,Active,17,5,2510.14,36,47.2,33.7,Moderate Risk
MBR-000638,Jason Gonzalez,Denton,685.0,Active,17,5,1997.93,49,34.7,32.1,Moderate Risk
MBR-000639,John Thomas,Dallas,576.0,Active,7,1,117.94,31,22.6,9.2,Low Risk
MBR-000641,Emily Hernandez,Euless,653.0,Active,11,1,519.29,37,29.7,14.9,Low Risk
MBR-000644,Kenneth Hernandez,Granbury,559.0,Active,7,1,1315.2,15,46.7,12.4,Low Risk
MBR-000646,Edward Allen,Burleson,658.0,Active,8,3,13265.97,25,32.0,24.8,Low Risk
MBR-000648,Ronald Roberts,Cleburne,675.0,Active,6,2,2018.52,24,25.0,11.7,Low Risk
MBR-000649,Margaret Lee,Arlington,661.0,Active,3,1,260.65,15,20.0,4.3,Low Risk
MBR-000650,Steven Green,Dallas,735.0,Active,6,1,427.87,16,37.5,9.7,Low Risk
MBR-000652,Brenda Hill,Dallas,770.0,Active,10,6,4349.17,40,25.0,26.6,Moderate Risk
MBR-000653,Dorothy King,Euless,658.0,Active,6,2,1014.52,24,25.0,11.0,Low Risk
MBR-000655,Edward Thompson,Watauga,850.0,Active,3,0,0.0,10,30.0,3.0,Low Risk
MBR-000656,Sharon Green,White Settlement,684.0,Active,8,1,109.72,23,34.8,11.6,Low Risk
MBR-000657,Jeffrey Allen,Arlington,681.0,Active,11,1,339.19,37,29.7,14.8,Low Risk
MBR-000658,Cynthia Clark,Bedford,678.0,Active,21,9,5145.53,51,41.2,48.2,Moderate Risk
MBR-000661,Dorothy Scott,Southlake,634.0,Active,4,1,690.95,12,33.3,7.1,Low Risk
MBR-000665,Larry Green,Arlington,622.0,Active,7,2,1383.99,23,30.4,13.0,Low Risk
MBR-000666,Karen Wilson,Denton,688.0,Active,13,1,907.49,38,34.2,18.0,Low Risk
MBR-000667,Emily Robinson,Hurst,659.0,Active,7,3,1539.55,18,38.9,16.1,Low Risk
MBR-000668,Lisa Wilson,Hurst,800.0,Active,14,8,4805.31,48,29.2,36.4,Moderate Risk
MBR-000669,Lisa Williams,Burleson,467.0,Active,10,3,805.0,40,25.0,17.7,Low Risk
MBR-000670,Charles Roberts,Denton,767.0,Active,8,1,753.06,22,36.4,12.2,Low Risk
MBR-000671,Margaret Miller,Burleson,779.0,Active,3,0,0.0,27,11.1,1.1,Low Risk
MBR-000672,Kimberly Clark,Denton,514.0,Active,3,2,246.92,13,23.1,6.8,Low Risk
MBR-000673,Thomas Sanchez,Watauga,652.0,Active,15,4,15094.349999999999,49,30.6,36.3,Moderate Risk
MBR-000677,Kenneth Martinez,Hurst,591.0,Active,11,3,10573.96,33,33.3,26.6,Moderate Risk
MBR-000678,Emily Rivera,Grapevine,820.0,Active,5,2,9257.56,33,15.2,14.6,Low Risk
MBR-000679,Gary Miller,Cleburne,754.0,Active,9,4,2001.65,34,26.5,19.7,Low Risk
MBR-000680,Laura Flores,Cleburne,781.0,Active,4,0,0.0,20,20.0,3.2,Low Risk
MBR-000681,Donald Johnson,Granbury,737.0,Active,5,3,1560.3700000000001,30,16.7,11.5,Low Risk
MBR-000682,Jeffrey Moore,Denton,589.0,Active,3,0,0.0,17,17.6,1.8,Low Risk
MBR-000683,Ashley Davis,Denton,638.0,Active,7,2,1969.46,22,31.8,13.5,Low Risk
MBR-000685,Donald Hernandez,Dallas,582.0,Active,23,10,16846.73,87,26.4,59.4,High Risk
MBR-000687,Richard Miller,Southlake,660.0,Active,4,2,10000.0,8,50.0,17.4,Low Risk
MBR-000690,Ronald Nguyen,Burleson,715.0,Active,12,6,7850.719999999999,44,27.3,31.7,Moderate Risk
MBR-000691,Charles Robinson,Haltom City,651.0,Active,4,2,340.94,11,36.4,9.3,Low Risk
MBR-000692,Donna Smith,Grapevine,772.0,Active,11,1,1482.9,37,29.7,15.6,Low Risk
MBR-000693,Paul Martinez,Hurst,593.0,Active,27,8,8404.48,89,30.3,54.3,High Risk
MBR-000694,Dorothy Martin,Keller,729.0,Active,7,2,3518.52,16,43.8,15.8,Low Risk
MBR-000695,Cynthia Wright,Bedford,727.0,Active,24,11,7277.8099999999995,63,38.1,57.2,High Risk
MBR-000697,Emily Brown,Weatherford,706.0,Active,8,1,243.7,25,32.0,11.4,Low Risk
MBR-000698,Emily Torres,Southlake,579.0,Active,6,1,1957.99,25,24.0,9.4,Low Risk
MBR-000699,Donna Campbell,North Richland Hills,753.0,Active,4,1,2851.87,10,40.0,9.3,Low Risk
MBR-000700,Ronald Brown,Keller,665.0,Active,17,3,7483.82,45,37.8,31.9,Moderate Risk
MBR-000701,Robert Lopez,Mansfield,638.0,Active,6,3,10626.57,20,30.0,20.4,Low Risk
MBR-000703,Sarah Robinson,Burleson,623.0,Active,8,1,384.58,25,32.0,11.5,Low Risk
MBR-000706,Michelle Carter,Mansfield,728.0,Active,19,7,2890.2599999999998,61,31.1,39.0,Moderate Risk
MBR-000707,Melissa Hill,Fort Worth,577.0,Active,7,5,2993.41,26,26.9,20.2,Low Risk
MBR-000708,Betty Mitchell,Hurst,820.0,Active,12,2,1034.72,27,44.4,20.0,Low Risk
MBR-000709,Anna Jones,Granbury,513.0,Active,9,2,1683.9299999999998,32,28.1,15.3,Low Risk
MBR-000711,Deborah Rivera,Dallas,696.0,Active,13,2,1192.78,38,34.2,20.3,Low Risk
MBR-000712,Joseph Nguyen,Burleson,672.0,Active,13,4,11405.98,40,32.5,31.6,Moderate Risk
MBR-000713,Linda Thomas,Dallas,636.0,Active,3,2,1781.86,10,30.0,8.5,Low Risk
MBR-000714,Jennifer Miller,North Richland Hills,711.0,Active,20,5,4566.8099999999995,41,48.8,38.8,Moderate Risk
MBR-000720,Sandra Martin,Cleburne,675.0,Active,4,0,0.0,19,21.1,3.3,Low Risk
MBR-000721,Deborah Martin,Arlington,704.0,Active,3,1,1712.03,8,37.5,7.1,Low Risk
MBR-000722,Donna Williams,Grapevine,543.0,Active,5,2,2416.1099999999997,25,20.0,10.3,Low Risk
MBR-000723,Linda Miller,Bedford,572.0,Active,21,6,7458.7,62,33.9,42.6,Moderate Risk
MBR-000724,Donald Rodriguez,Burleson,739.0,Active,12,0,0.0,26,46.2,15.2,Low Risk
MBR-000725,Nicole Smith,Keller,693.0,Active,14,4,8664.08,43,32.6,30.8,Moderate Risk
MBR-000726,Edward Brown,Dallas,665.0,Active,11,4,3017.96,52,21.2,22.2,Low Risk
MBR-000727,Helen Adams,Mansfield,681.0,Active,16,5,5030.47,47,34.0,32.9,Moderate Risk
MBR-000729,Rebecca Jones,Hurst,636.0,Active,4,1,2418.61,21,19.0,6.9,Low Risk
MBR-000733,Donald Lewis,Grapevine,712.0,Active,8,1,5000.0,34,23.5,13.9,Low Risk
MBR-000734,Edward Baker,Weatherford,543.0,Active,3,1,916.91,10,30.0,5.8,Low Risk
