member_id,first_name,last_name,join_date,city,state,credit_score,email,phone,account_status
MBR-000229,Joshua,Baker,09/05/2021,White Settlement,TX,622.0,joshua.baker407@gmail.com,(817)623-7131,Active
MBR-000230,Michelle,Moore,11/10/2015,Keller,TX,734.0,michelle.moore193@yahoo.com,(682)158-7620,Active
MBR-000231,Deborah,Mitchell,10/17/2010,Benbrook,TX,621.0,deborah.mitchell726@gmail.com,(682)451-4643,Active
MBR-000232,Brenda,Lopez,08/03/2016,Denton,TX,697.0,brenda.lopez483@yahoo.com,(214)842-3999,Active
MBR-000233,Kevin,White,11/05/2015,Benbrook,TX,683.0,kevin.white302@gmail.com,(817)581-1879,Inactive
MBR-000234,Timothy,King,09/10/2016,Hurst,TX,627.0,timothy.king56@gmail.com,(682)240-4281,Active
MBR-000235,William,Young,06/17/2017,Granbury,TX,850.0,william.young321@gmail.com,(817)562-5481,Active
MBR-000236,Sharon,Green,08/19/2019,Bedford,TX,730.0,sharon.green440@gmail.com,(972)104-1618,Active
MBR-000237,James,Green,08/01/2015,Mansfield,TX,517.0,james.green711@gmail.com,(214)232-2682,Active
MBR-000238,Scott,King,07/30/2017,Hurst,TX,694.0,scott.king910@gmail.com,(682)450-9031,Active
MBR-000239,Thomas,Wilson,06/29/2010,Benbrook,TX,627.0,thomas.wilson517@yahoo.com,(214)828-1612,Active
MBR-000240,Robert,Brown,08/06/2012,Hurst,TX,748.0,,(214)585-3508,Active
MBR-000241,Sarah,Clark,05/09/2012,Haltom City,TX,616.0,sarah.clark737@gmail.com,(214)216-2741,Active
MBR-000242,CHRISTOPHER,Williams,04/18/2022,North Richland Hills,TX,670.0,christopher.williams933@yahoo.com,(972)438-4842,Active
MBR-000243,Angela,Jones,04/09/2012,Burleson,TX,720.0,angela.jones660@yahoo.com,(214)370-8606,Active
MBR-000244,Joseph,Miller,01/11/2011,Fort Worth,TX,749.0,joseph.miller873@yahoo.com,(682)436-6857,Active
MBR-000245,Stephanie,Robinson,02/05/2016,Bedford,TX,583.0,stephanie.robinson707@gmail.com,(972)764-3732,Active
MBR-000246,Larry,Baker,10/30/2019,Granbury,TX,653.0,larry.baker626@yahoo.com,(214)726-1472,Inactive
MBR-000247,Jeffrey,Williams,06/03/2011,Burleson,TX,642.0,jeffrey.williams671@yahoo.com,(682)785-6542,Active
MBR-000248,Deborah,Martinez,07/10/2022,White Settlement,TX,627.0,deborah.martinez56@yahoo.com,(682)617-8688,Active
MBR-000249,Mark,Scott,06/06/2024,Bedford,TX,821.0,mark.scott413@gmail.com,(817)570-8277,Active
MBR-000250,Susan,Sanchez,04/01/2019,Arlington,TX,712.0,susan.sanchez571@gmail.com,(817)910-5990,Active
MBR-000251,Ryan,Perez,07/25/2022,White Settlement,TX,579.0,ryan.perez615@gmail.com,(214)833-8414,Active
MBR-000252,Eric,White,05/20/2012,Arlington,TX,753.0,eric.white919@yahoo.com,(682)941-7704,Active
MBR-000253,Carol,Miller,04/19/2019,Arlington,TX,,carol.miller949@gmail.com,(817)890-8381,Active
MBR-000254,Sharon,Nguyen,10/31/2020,Haltom City,TX,762.0,sharon.nguyen800@gmail.com,(682)808-3845,Active
MBR-000255,Nicole,Hall,07/27/2015,Burleson,TX,558.0,nicole.hall408@gmail.com,(214)563-3185,Active
MBR-000256,Stephen,Green,11/16/2014,Cleburne,TX,641.0,stephen.green215@gmail.com,(214)803-6657,Active
MBR-000257,Joseph,Carter,11/25/2017,Watauga,TX,781.0,joseph.carter492@gmail.com,(972)790-9747,Active
MBR-000258,Betty,Moore,08/11/2013,Keller,TX,623.0,betty.moore700@yahoo.com,(817)807-5835,Active
MBR-000259,Mark,Mitchell,07/07/2024,Watauga,TX,715.0,mark.mitchell399@yahoo.com,(214)809-1769,Active
MBR-000260,Steven,Gonzalez,12/02/2023,Euless,TX,741.0,steven.gonzalez850@yahoo.com,(214)873-9955,Active
MBR-000261,Daniel,Mitchell,07/11/2021,Denton,TX,605.0,daniel.mitchell387@yahoo.com,(214)669-5329,Active
MBR-000262,Michelle,Hill,02/21/2011,White Settlement,TX,675.0,michelle.hill864@gmail.com,(972)908-6866,Active
MBR-000263,Anna,Wright,01/18/2019,Dallas,TX,420.0,anna.wright358@yahoo.com,(682)779-6437,Active
MBR-000264,Mary,Davis,10/05/2017,Euless,TX,598.0,mary.davis247@gmail.com,(682)140-6258,Active
MBR-000265,Melissa,Allen,05/30/2021,Euless,TX,659.0,melissa.allen499@yahoo.com,(682)428-9419,Active
MBR-000266,Margaret,Baker,07/08/2019,Denton,TX,580.0,margaret.baker211@gmail.com,(972)762-2181,Active
MBR-000267,Brenda,  Jones,11/24/2022,Mansfield,TX,810.0,brenda.jones933@yahoo.com,(972)561-7626,Active
MBR-000268,Justin,Williams,08/18/2011,Grapevine,TX,565.0,justin.williams951@gmail.com,(214)905-5937,Active
MBR-000269,Mark,  Rodriguez,10/09/2018,Watauga,TX,644.0,mark.rodriguez303@gmail.com,(682)405-7113,Active
MBR-000270,Stephen,Garcia,11/01/2016,Cleburne,TX,690.0,stephen.garcia767@gmail.com,(214)316-7760,Active
MBR-000271,Larry,Brown,04/24/2022,Euless,TX,795.0,larry.brown661@gmail.com,(214)787-2103,Active
MBR-000272,Andrew,Flores,07/26/2011,Cleburne,TX,565.0,andrew.flores326@gmail.com,(214)731-6008,Active
MBR-000273,Mark,Rivera,05/16/2024,Hurst,TX,773.0,mark.rivera284@gmail.com,(682)795-6432,Active
MBR-000274,Kimberly,Rodriguez,01/30/2022,Cleburne,TX,680.0,kimberly.rodriguez270@gmail.com,(817)844-2235,Active
MBR-000275,John,Scott,11/05/2015,Watauga,TX,601.0,john.scott916@gmail.com,(972)769-3435,Active
MBR-000276,Ronald,White,04/06/2021,Fort Worth,TX,716.0,ronald.white679@yahoo.com,(682)875-9423,Active
MBR-000277,Amanda,Williams,11/28/2014,North Richland Hills,TX,695.0,amanda.williams238@yahoo.com,(214)339-1701,Active
MBR-000278,Michelle,Miller,09/11/2021,Burleson,TX,631.0,michelle.miller855@gmail.com,(682)485-7201,Active
MBR-000279,Amanda,Thompson,12/02/2020,North Richland Hills,TX,685.0,amanda.thompson909@gmail.com,(682)550-3713,Active
MBR-000280,Sandra,Clark,05/29/2017,Denton,TX,649.0,sandra.clark494@gmail.com,(972)315-3641,Active
MBR-000281,Pamela,Martinez,04/04/2011,Granbury,TX,689.0,pamela.martinez265@gmail.com,(972)713-1305,Active
MBR-000282,Kathleen,Hernandez,12/03/2014,Hurst,TX,732.0,kathleen.hernandez616@yahoo.com,(682)738-9369,Active
MBR-000283,Susan,Johnson,07/16/2014,Haltom City,TX,806.0,susan.johnson881@gmail.com,(972)946-3450,Active
MBR-000284,Barbara,Walker,12/03/2012,White Settlement,TX,580.0,barbara.walker553@gmail.com,(972)634-7892,Active
MBR-000285,Emma,Mitchell,12/03/2022,Denton,TX,850.0,emma.mitchell436@yahoo.com,(972)884-4809,Active
MBR-000285,Emma,Mitchell,12/03/2022,Denton,TX,850.0,emma.mitchell436@yahoo.com,(972)884-4809,Active
MBR-000286,James,Torres,09/20/2021,Denton,TX,523.0,james.torres533@yahoo.com,(682)804-6175,Active
MBR-000287,Brandon,Moore,11/30/2018,Cleburne,TX,667.0,brandon.moore424@gmail.com,(972)283-7065,Active
MBR-000288,Jessica,Mitchell,02/26/2015,Euless,TX,727.0,jessica.mitchell802@gmail.com,(682)202-4513,Active
MBR-000289,James,Garcia,04/05/2013,North Richland Hills,TX,702.0,,(817)165-5310,Active
MBR-000290,Scott,Brown,12/06/2013,North Richland Hills,TX,630.0,scott.brown450@yahoo.com,(214)299-1550,Active
MBR-000291,Christopher,Garcia,03/10/2016,Bedford,TX,663.0,christopher.garcia362@gmail.com,(972)700-4281,Inactive
MBR-000292,Brian,Thompson,03/15/2016,Mansfield,TX,640.0,brian.thompson621@gmail.com,(972)513-1076,Active
MBR-000293,Steven,Wright,11/23/2022,Burleson,TX,632.0,steven.wright711@gmail.com,(972)676-8923,Active
MBR-000294,Joseph,Taylor,07/08/2011,Bedford,TX,747.0,joseph.taylor649@gmail.com,(682)793-4767,Active
MBR-000295,Stephanie,Baker,09/02/2017,Dallas,TX,708.0,stephanie.baker568@gmail.com,(972)421-6792,Active
MBR-000296,Donald,Mitchell,06/06/2015,Burleson,TX,624.0,donald.mitchell212@yahoo.com,(682)956-6833,Active
MBR-000297,Anna,Williams,10/25/2020,Grapevine,TX,751.0,anna.williams636@yahoo.com,(214)602-3996,Active
MBR-000298,Kathleen,Wright,09/24/2010,Haltom City,TX,704.0,kathleen.wright356@yahoo.com,N/A,Active
MBR-000299,Brandon,Taylor,03/14/2014,Watauga,TX,745.0,brandon.taylor270@yahoo.com,(972)727-6621,Active
MBR-000300,Nancy,Torres,12/10/2012,Benbrook,TX,730.0,nancy.torres703@yahoo.com,(817)838-5422,Active
MBR-000301,Mary,Lopez,06/16/2019,North Richland Hills,TX,613.0,mary.lopez138@gmail.com,(214)904-8972,Active
MBR-000302,Jacob,Green,02/28/2012,Euless,TX,635.0,jacob.green763@yahoo.com,(214)468-5222,Active
MBR-000303,Jonathan,Lopez,05/20/2016,Grapevine,TX,739.0,jonathan.lopez333@gmail.com,(972)893-8322,Active
MBR-000304,Carol,Clark,02/28/2024,White Settlement,TX,728.0,carol.clark586@gmail.com,(817)181-3654,Inactive
MBR-000305,George,Mitchell,03/02/2023,Haltom City,TX,678.0,george.mitchell989@gmail.com,(682)288-1378,Active
MBR-000306,Richard,Jones,08/12/2020,Watauga,TX,689.0,richard.jones56@yahoo.com,(972)636-2363,Active
MBR-000307,Jeffrey,Green,11/01/2012,Weatherford,TX,782.0,jeffrey.green540@gmail.com,(817)135-6846,Active
MBR-000308,Anna,Lopez,04/03/2023,White Settlement,TX,632.0,anna.lopez468@gmail.com,(972)636-9745,Active
MBR-000309,Joshua,  Smith,01/01/2010,Haltom City,TX,723.0,joshua.smith835@gmail.com,(682)452-5698,Active
MBR-000309,Joshua,  Smith,01/01/2010,Haltom City,TX,723.0,joshua.smith835@gmail.com,(682)452-5698,Active
MBR-000310,Emily,Hill,03/10/2015,Fort Worth,TX,663.0,emily.hill562@yahoo.com,(972)674-8161,Active
MBR-000311,Donald,King,10/03/2023,Burleson,TX,662.0,donald.king292@gmail.com,(214)522-4080,Active
MBR-000312,Matthew,Lee,06/08/2010,Weatherford,TX,767.0,matthew.lee51@gmail.com,N/A,Active
MBR-000312,Matthew,Lee,06/08/2010,Weatherford,TX,767.0,matthew.lee51@gmail.com,N/A,Active
MBR-000313,Rebecca,Martin,03/06/2021,Grapevine,TX,746.0,rebecca.martin475@gmail.com,(817)438-2314,Active
MBR-000314,Steven,Harris,04/14/2010,Denton,TX,745.0,steven.harris998@gmail.com,(682)494-8257,Active
MBR-000315,Deborah,Baker,12/31/2016,Southlake,TX,784.0,deborah.baker163@gmail.com,(817)862-9534,Closed
MBR-000316,Donald,Green,09/27/2019,Southlake,TX,681.0,donald.green16@yahoo.com,(214)698-2960,Active
MBR-000317,Barbara,Thomas,07/15/2013,North Richland Hills,TX,734.0,barbara.thomas94@gmail.com,(214)877-1983,Closed
MBR-000318,Brian,Lewis,04/30/2014,Fort Worth,TX,655.0,brian.lewis706@yahoo.com,(682)356-1646,Active
MBR-000319,Cynthia,Moore,06/06/2023,Watauga,TX,705.0,cynthia.moore165@yahoo.com,(682)560-5844,Inactive
MBR-000320,Helen,White,11/29/2023,Mansfield,TX,669.0,helen.white329@gmail.com,(972)294-9586,Active
MBR-000321,David,Williams,11/29/2012,Granbury,TX,687.0,david.williams895@yahoo.com,(817)597-4139,Active
MBR-000322,George,Anderson,08/04/2023,Dallas,TX,727.0,george.anderson14@gmail.com,(682)771-9051,Inactive
MBR-000323,Melissa,Rivera,04/23/2011,White Settlement,TX,614.0,melissa.rivera273@gmail.com,(817)954-5979,Active
MBR-000324,Ashley,Torres,01/10/2024,Granbury,TX,847.0,ashley.torres572@gmail.com,(972)864-2728,Active
MBR-000325,Stephen,Sanchez,04/27/2021,Southlake,TX,599.0,stephen.sanchez674@yahoo.com,(972)460-6163,Active
MBR-000326,Donald,Torres,03/28/2022,Cleburne,TX,582.0,donald.torres385@gmail.com,(214)468-8412,Closed
MBR-000327,Joshua,Smith,09/26/2016,Mansfield,TX,772.0,joshua.smith220@gmail.com,(817)890-5521,Active
MBR-000328,Dorothy,White,01/22/2023,Mansfield,TX,743.0,dorothy.white239@yahoo.com,(214)194-7550,Inactive
MBR-000329,Pamela,Miller,05/09/2023,Keller,TX,729.0,pamela.miller39@gmail.com,(972)180-1916,Active
MBR-000330,Nicole,Smith,03/20/2024,Bedford,TX,730.0,nicole.smith56@yahoo.com,(817)426-9846,Closed
MBR-000331,Scott,Torres,04/27/2021,Dallas,TX,679.0,scott.torres228@gmail.com,(972)251-3165,Active
MBR-000332,Thomas,Carter,01/09/2013,North Richland Hills,TX,608.0,thomas.carter573@yahoo.com,(972)767-4212,Active
MBR-000333,Pamela,  Garcia,07/10/2012,Hurst,TX,686.0,pamela.garcia434@yahoo.com,(682)428-6644,Active
MBR-000334,Charles,Lewis,01/03/2011,Mansfield,TX,625.0,charles.lewis205@gmail.com,(682)875-2405,Active
MBR-000335,Joseph,Martin,02/04/2020,North Richland Hills,TX,758.0,joseph.martin24@yahoo.com,(682)308-9952,Active
MBR-000336,Justin,Nelson,10/25/2021,Arlington,TX,668.0,,(214)305-5444,Active
MBR-000337,Susan,Johnson,07/24/2016,Bedford,TX,613.0,susan.johnson237@gmail.com,(817)423-8940,Active
MBR-000338,Ashley,King,11/02/2016,Southlake,TX,654.0,ashley.king502@yahoo.com,(682)118-6681,Active
MBR-000339,Steven,Harris,08/30/2010,Watauga,TX,713.0,steven.harris972@yahoo.com,(682)449-7436,Active
MBR-000340,Donald,Torres,06/05/2013,Hurst,TX,634.0,donald.torres994@yahoo.com,(214)559-9883,Active
MBR-000341,Shirley,Rodriguez,08/25/2019,Weatherford,TX,614.0,shirley.rodriguez672@gmail.com,(682)425-2111,Active
MBR-000342,Edward,Clark,10/21/2016,Euless,TX,699.0,edward.clark764@gmail.com,(214)255-4079,Active
MBR-000343,Sandra,Anderson,08/02/2010,Grapevine,TX,699.0,sandra.anderson82@gmail.com,(972)237-9230,Active
MBR-000344,Mark,Williams,03/02/2019,Fort Worth,TX,639.0,mark.williams948@yahoo.com,(972)327-4323,Active
MBR-000345,Ryan,Thomas,08/04/2019,Bedford,TX,642.0,ryan.thomas795@yahoo.com,(972)837-6126,Active
MBR-000346,Susan,Lewis,03/31/2020,Arlington,TX,698.0,susan.lewis899@gmail.com,(972)852-1643,Active
MBR-000347,Andrew,Robinson,09/25/2013,Hurst,TX,564.0,andrew.robinson302@gmail.com,(817)806-9470,Active
MBR-000348,Anna,Rodriguez,10/26/2018,Hurst,TX,567.0,anna.rodriguez332@gmail.com,(682)564-4308,Active
MBR-000349,Barbara,Davis,01/30/2020,Grapevine,TX,622.0,barbara.davis88@gmail.com,(972)844-9383,Inactive
MBR-000350,Karen,Hernandez,03/30/2013,Granbury,TX,662.0,karen.hernandez788@gmail.com,(972)415-6071,Active
MBR-000351,Steven,Smith,04/15/2020,North Richland Hills,TX,704.0,steven.smith876@gmail.com,(817)722-9084,Active
MBR-000352,Stephen,Moore,11/26/2023,Watauga,TX,798.0,stephen.moore840@gmail.com,N/A,Active
MBR-000353,Barbara,Brown,06/11/2012,Hurst,TX,748.0,barbara.brown183@yahoo.com,N/A,Inactive
MBR-000354,David,Carter,08/02/2019,Watauga,TX,667.0,david.carter67@yahoo.com,(682)224-5496,Closed
MBR-000355,Shirley,Garcia,11/06/2020,White Settlement,TX,678.0,shirley.garcia957@gmail.com,(214)537-6185,Active
MBR-000356,AMY,Young,01/13/2014,White Settlement,TX,599.0,amy.young239@gmail.com,(682)101-2936,Active
MBR-000357,Kevin,Thompson,07/27/2022,Cleburne,TX,678.0,kevin.thompson12@gmail.com,N/A,Active
MBR-000358,Brandon,Johnson,12/09/2013,Cleburne,TX,656.0,brandon.johnson339@gmail.com,(972)585-1582,Active
MBR-000359,EDWARD,Mitchell,04/04/2011,Haltom City,TX,705.0,edward.mitchell307@gmail.com,(214)668-9779,Active
MBR-000360,Patricia,Perez,06/01/2018,Watauga,TX,613.0,patricia.perez863@yahoo.com,(972)291-2914,Active
MBR-000361,Donald,White,02/20/2020,Keller,TX,721.0,donald.white222@gmail.com,(682)214-7131,Active
MBR-000362,Matthew,Perez,11/04/2020,Haltom City,TX,802.0,matthew.perez318@gmail.com,(682)887-2609,Active
MBR-000363,Eric,Davis,02/03/2010,Keller,TX,671.0,eric.davis955@yahoo.com,(817)441-8649,Active
MBR-000364,Anthony,Lee,07/01/2014,Cleburne,TX,712.0,anthony.lee294@yahoo.com,(214)891-8227,Active
MBR-000365,Anna,Thompson,04/28/2022,Southlake,TX,735.0,anna.thompson278@yahoo.com,(214)687-5011,Inactive
MBR-000366,Michael,Miller,08/09/2018,Arlington,TX,647.0,michael.miller89@gmail.com,(682)821-8304,Closed
MBR-000367,Cynthia,Torres,12/15/2012,Dallas,TX,697.0,cynthia.torres833@gmail.com,(972)199-8464,Inactive
MBR-000368,Dorothy,White,10/17/2018,Granbury,TX,681.0,dorothy.white717@gmail.com,(214)907-6320,Active
MBR-000369,Nicole,Torres,11/09/2012,Haltom City,TX,687.0,nicole.torres106@gmail.com,(817)433-2162,Closed
MBR-000370,Deborah,Jones,08/23/2017,Cleburne,TX,618.0,deborah.jones834@gmail.com,(972)903-8132,Active
MBR-000371,Gary,Davis,04/14/2023,White Settlement,TX,681.0,gary.davis475@yahoo.com,(817)941-8294,Active
MBR-000372,Amy,Adams,05/19/2011,Dallas,TX,719.0,amy.adams223@gmail.com,(817)875-3403,Inactive
MBR-000373,Joshua,Torres,10/30/2016,Hurst,TX,796.0,joshua.torres736@gmail.com,(214)191-1133,Closed
MBR-000374,James,Rivera,07/24/2022,Grapevine,TX,756.0,james.rivera113@gmail.com,(817)340-8073,Active
MBR-000375,Jacob,Rodriguez,03/22/2014,Watauga,TX,850.0,jacob.rodriguez394@gmail.com,(214)960-7835,Active
MBR-000376,Gary,Nelson,10/18/2019,Weatherford,TX,618.0,gary.nelson87@yahoo.com,(972)980-8471,Inactive
MBR-000377,Deborah,Thompson,01/24/2015,Granbury,TX,749.0,deborah.thompson435@gmail.com,(972)967-4878,Active
MBR-000378,Melissa,Davis,01/06/2023,North Richland Hills,TX,694.0,melissa.davis985@gmail.com,(682)847-9624,Active
MBR-000379,Jacob,Green,10/02/2011,Watauga,TX,850.0,jacob.green818@gmail.com,(817)451-9765,Closed
MBR-000380,Emily,Jackson,10/04/2013,Arlington,TX,615.0,emily.jackson712@gmail.com,(214)844-5267,Active
MBR-000381,Andrew,Young,11/07/2011,Weatherford,TX,612.0,andrew.young518@yahoo.com,(214)358-3171,Active
MBR-000382,Laura,White,12/07/2013,Burleson,TX,632.0,laura.white802@gmail.com,(972)285-9640,Active
MBR-000383,Edward,Roberts,08/05/2018,Mansfield,TX,510.0,edward.roberts677@gmail.com,(682)315-6653,Active
MBR-000384,Jonathan,Anderson,07/09/2018,Bedford,TX,637.0,jonathan.anderson486@yahoo.com,(972)112-5731,Inactive
MBR-000385,Amanda,Ramirez,09/11/2023,Burleson,TX,619.0,amanda.ramirez344@yahoo.com,(817)361-7408,Active
MBR-000386,Nancy,Lee,04/14/2022,Fort Worth,TX,692.0,nancy.lee689@yahoo.com,(817)112-7737,Active
MBR-000387,Barbara,Brown,04/30/2023,Cleburne,TX,707.0,barbara.brown974@gmail.com,(817)825-2965,Active
MBR-000388,Joseph,Hall,02/18/2014,Burleson,TX,830.0,joseph.hall302@gmail.com,(817)754-8429,Active
MBR-000389,Elizabeth,Moore,05/27/2011,Bedford,TX,756.0,elizabeth.moore398@yahoo.com,(817)364-5336,Active
MBR-000390,Anna,Roberts,09/03/2019,Cleburne,TX,633.0,anna.roberts629@gmail.com,(972)832-5243,Active
MBR-000391,James,Williams,10/04/2018,Burleson,TX,608.0,james.williams156@gmail.com,(972)688-1060,Active
MBR-000392,Anna,Anderson,01/28/2010,Bedford,TX,719.0,anna.anderson978@gmail.com,(972)224-9770,Active
MBR-000393,Jonathan,Perez,10/22/2011,Euless,TX,574.0,jonathan.perez779@gmail.com,(682)280-1644,Active
MBR-000394,Jeffrey,Mitchell,04/02/2014,Weatherford,TX,826.0,jeffrey.mitchell37@yahoo.com,(682)600-7369,Closed
MBR-000395,John,Perez,04/05/2011,Southlake,TX,774.0,john.perez807@gmail.com,(972)221-4468,Active
MBR-000396,ELIZABETH,Williams,03/05/2013,North Richland Hills,TX,642.0,elizabeth.williams670@yahoo.com,(817)348-3138,Inactive
MBR-000397,David,Miller,07/24/2012,North Richland Hills,TX,542.0,david.miller610@gmail.com,(682)164-4320,Active
MBR-000398,Sarah,Lee,10/13/2014,Arlington,TX,788.0,sarah.lee608@yahoo.com,(817)223-5487,Active
MBR-000399,RICHARD,Green,09/27/2023,Bedford,TX,670.0,richard.green797@yahoo.com,(972)182-1104,Active
MBR-000400,Jacob,Hall,11/05/2012,Cleburne,TX,779.0,,(972)521-4919,Active
MBR-000401,Joshua,Thompson,05/24/2019,Fort Worth,TX,552.0,joshua.thompson572@yahoo.com,(817)642-2567,Active
MBR-000402,Michael,Gonzalez,07/12/2012,Weatherford,TX,632.0,michael.gonzalez702@gmail.com,(972)609-3888,Active
MBR-000403,Ryan,Williams,05/05/2012,Arlington,TX,680.0,ryan.williams948@gmail.com,(682)904-1476,Active
MBR-000404,Michelle,Anderson,06/21/2012,Southlake,TX,683.0,michelle.anderson234@yahoo.com,(972)990-4276,Inactive
MBR-000405,Ryan,Lopez,09/09/2018,Grapevine,TX,643.0,ryan.lopez140@gmail.com,(682)747-6875,Inactive
MBR-000406,Ryan,Clark,11/03/2013,Southlake,TX,729.0,ryan.clark226@gmail.com,(682)908-3784,Active
MBR-000407,Jacob,Robinson,04/05/2016,Fort Worth,TX,594.0,jacob.robinson748@gmail.com,(682)353-6362,Active
MBR-000408,Jennifer,Williams,07/22/2020,Haltom City,TX,668.0,jennifer.williams35@gmail.com,N/A,Active
MBR-000409,Emily,Thomas,07/11/2024,Dallas,TX,689.0,,(214)265-8524,Active
MBR-000410,Melissa,Green,05/31/2020,Fort Worth,TX,721.0,melissa.green882@gmail.com,(972)807-6454,Active
MBR-000411,William,Flores,07/13/2017,Arlington,TX,736.0,,(214)152-2818,Active
MBR-000412,Anthony,Rodriguez,07/06/2017,Mansfield,TX,590.0,anthony.rodriguez553@yahoo.com,(972)855-4437,Active
MBR-000413,Melissa,Thompson,02/24/2020,North Richland Hills,TX,557.0,melissa.thompson514@gmail.com,(817)581-9714,Active
MBR-000414,David,Gonzalez,04/08/2020,Dallas,TX,782.0,david.gonzalez83@yahoo.com,(682)395-2260,Active
MBR-000415,Emily,Clark,02/22/2022,Weatherford,TX,706.0,emily.clark486@yahoo.com,(972)855-1351,Active
MBR-000416,Carol,Adams,06/28/2024,Southlake,TX,620.0,carol.adams498@gmail.com,(972)568-5982,Active
MBR-000417,Michael,Martinez,12/02/2017,Keller,TX,804.0,michael.martinez467@gmail.com,(682)828-9770,Active
MBR-000418,Jennifer,Lee,11/20/2022,Weatherford,TX,689.0,jennifer.lee452@yahoo.com,(682)310-1568,Active
MBR-000419,Patricia,Sanchez,03/15/2021,Weatherford,TX,774.0,patricia.sanchez971@gmail.com,(214)259-1070,Closed
MBR-000420,Pamela,Nelson,04/19/2013,Benbrook,TX,685.0,pamela.nelson747@gmail.com,(972)446-2840,Inactive
MBR-000421,Laura,Thompson,01/28/2012,Southlake,TX,844.0,laura.thompson57@gmail.com,N/A,Active
MBR-000422,Barbara,Allen,11/06/2018,Cleburne,TX,,barbara.allen503@yahoo.com,(817)782-6915,Active
MBR-000423,Laura,Scott,12/19/2011,Cleburne,TX,660.0,laura.scott746@gmail.com,(972)922-8249,Active
MBR-000424,Barbara,Martinez,08/30/2014,Keller,TX,757.0,barbara.martinez487@gmail.com,(214)167-7156,Active
MBR-000425,Sarah,Gonzalez,03/04/2014,Bedford,TX,731.0,sarah.gonzalez297@gmail.com,(817)942-5947,Active
MBR-000425,Sarah,Gonzalez,03/04/2014,Bedford,TX,731.0,sarah.gonzalez297@gmail.com,(817)942-5947,Active
MBR-000426,Jacob,Davis,08/31/2024,Keller,TX,789.0,jacob.davis428@yahoo.com,(682)129-2955,Active
MBR-000427,Dorothy,Green,09/04/2020,Denton,TX,602.0,dorothy.green383@gmail.com,(817)965-5252,Active
MBR-000428,Rebecca,Green,12/26/2017,Arlington,TX,734.0,rebecca.green297@yahoo.com,(817)626-4175,Inactive
MBR-000429,Joshua,Moore,02/17/2018,Denton,TX,764.0,joshua.moore548@gmail.com,(682)113-3243,Active
MBR-000430,Mark,Gonzalez,07/13/2022,White Settlement,TX,539.0,mark.gonzalez707@gmail.com,N/A,Active
MBR-000431,Jeffrey,Hill,09/25/2021,Southlake,TX,585.0,jeffrey.hill177@gmail.com,(817)862-2943,Active
MBR-000432,Joseph,Jones,06/04/2010,North Richland Hills,TX,516.0,joseph.jones776@gmail.com,(682)210-1537,Active
MBR-000433,RICHARD,Davis,07/01/2023,Cleburne,TX,658.0,richard.davis602@gmail.com,(682)786-6759,Inactive
MBR-000434,Brandon,Thomas,04/29/2021,Benbrook,TX,,brandon.thomas70@yahoo.com,(817)641-4555,Inactive
MBR-000435,Nicholas,Rivera,08/24/2020,Grapevine,TX,800.0,nicholas.rivera715@gmail.com,(972)789-2758,Closed
MBR-000436,Jessica,Robinson,06/22/2012,Haltom City,TX,685.0,jessica.robinson140@gmail.com,(214)821-5723,Active
MBR-000437,Jeffrey,Anderson,06/04/2022,Hurst,TX,,jeffrey.anderson298@gmail.com,(972)293-2140,Active
MBR-000438,Ronald,Lewis,09/21/2021,Dallas,TX,569.0,ronald.lewis123@yahoo.com,(972)811-2666,Inactive
MBR-000439,Stephanie,Davis,03/23/2015,Hurst,TX,543.0,stephanie.davis743@gmail.com,(214)874-7557,Active
MBR-000440,Jessica,Taylor,12/22/2020,North Richland Hills,TX,675.0,jessica.taylor237@gmail.com,N/A,Active
MBR-000441,Joshua,Flores,12/24/2023,Denton,TX,710.0,joshua.flores779@yahoo.com,(972)911-8635,Active
MBR-000442,John,Ramirez,09/02/2012,Bedford,TX,677.0,john.ramirez461@yahoo.com,(972)553-8531,Active
MBR-000443,Donna,Rivera,09/23/2018,North Richland Hills,TX,514.0,donna.rivera783@yahoo.com,(972)775-9837,Closed
MBR-000444,Brandon,Baker,11/29/2017,Keller,TX,672.0,,(817)231-7003,Active
MBR-000445,Amanda,Clark,11/17/2017,Arlington,TX,575.0,amanda.clark678@yahoo.com,(682)763-6113,Active
MBR-000446,Ryan,Nelson,06/23/2019,Benbrook,TX,733.0,ryan.nelson528@gmail.com,(214)120-8695,Active
MBR-000447,Anthony,Perez,02/21/2021,Haltom City,TX,709.0,anthony.perez831@gmail.com,(214)270-5907,Active
MBR-000448,Andrew,Taylor,01/25/2011,Keller,TX,604.0,andrew.taylor588@gmail.com,(682)739-2506,Active
MBR-000449,Brian,Jones,08/12/2024,Keller,TX,638.0,brian.jones517@gmail.com,(972)779-9846,Inactive
MBR-000450,Eric,Lopez,12/09/2022,North Richland Hills,TX,595.0,eric.lopez219@gmail.com,(972)374-9728,Active
MBR-000451,Cynthia,Martinez,05/24/2015,Weatherford,TX,674.0,cynthia.martinez765@gmail.com,(214)964-8133,Active
MBR-000452,Christopher,Taylor,06/27/2023,Mansfield,TX,756.0,christopher.taylor416@yahoo.com,(682)296-1453,Active
MBR-000453,Christopher,Moore,01/22/2013,Fort Worth,TX,601.0,christopher.moore265@gmail.com,(214)774-3883,Active
